traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
2540,None,15.26,0,0,90,Clouds,overcast clouds,16-09-2017 23:00
2540,None,0.73,0,0,90,Mist,mist,25-12-2016 15:00
2540,None,2.87,0,0,40,Drizzle,light intensity drizzle,05-12-2016 20:00
2541,None,-0.94,0,0,90,Snow,light snow,02-12-2016 22:00
2541,None,-0.54,0,0,90,Snow,heavy snow,15-04-2013 05:00
2542,None,-21.76,0,0,1,Clear,sky is clear,02-03-2014 23:00
2542,None,-4.44,0,0,90,Snow,heavy snow,06-03-2013 05:00
2542,None,10.77,0,0,90,Drizzle,light intensity drizzle,23-05-2013 19:00
2542,None,10.77,0,0,90,Rain,light rain,23-05-2013 19:00
2542,None,-9.95,0,0,64,Snow,light snow,24-01-2014 05:00
2542,None,-17.99,0,0,1,Clear,sky is clear,06-01-2017 21:00
2542,None,23.68,0,0,0,Clear,Sky is Clear,08-08-2016 20:00
2542,None,17.22,0,0,92,Rain,light rain,24-09-2016 07:00
2542,None,-9.23,0,0,1,Clear,sky is clear,29-11-2013 07:00
2542,None,-4.44,0,0,90,Snow,snow,06-03-2013 05:00
2542,None,-4.44,0,0,90,Mist,mist,06-03-2013 05:00
2542,None,-4.44,0,0,90,Fog,fog,06-03-2013 05:00
2542,None,-24.38,0,0,1,Clear,sky is clear,10-02-2014 05:00
2543,None,-1.55,0,0,90,Mist,mist,23-11-2012 20:00
2543,None,-1.55,0,0,90,Snow,heavy snow,23-11-2012 20:00
2543,None,9.79,0,0,5,Clear,sky is clear,29-09-2017 22:00
2543,None,13.51,0.25,0,90,Drizzle,drizzle,09-05-2016 21:00
2543,None,13.51,0.25,0,90,Rain,light rain,09-05-2016 21:00
2543,None,0.55,0,0,90,Mist,mist,17-12-2012 05:00
2543,None,-1.55,0,0,90,Snow,snow,23-11-2012 20:00
2544,None,-22.72,0,0,1,Clear,sky is clear,02-01-2018 05:00
2544,None,29.20,0,0,80,Clouds,broken clouds,19-06-2016 22:00
2544,None,-2.16,0,0,75,Clouds,broken clouds,08-03-2017 21:00
2544,None,5.83,0,0,1,Clear,sky is clear,04-12-2012 23:00
2545,None,-4.77,0,0,40,Clouds,scattered clouds,25-02-2013 20:00
2545,None,-3.20,0,0,5,Clear,sky is clear,01-04-2018 21:00
2545,None,27.00,0,0,5,Clear,sky is clear,04-07-2013 19:00
2545,None,17.07,0,0,90,Mist,mist,27-08-2016 21:00
2545,None,11.83,0,0,1,Clear,sky is clear,10-10-2015 10:00
2545,None,-26.00,0,0,1,Clear,sky is clear,24-12-2013 08:00
2545,None,-15.49,0,0,90,Snow,heavy snow,21-01-2013 19:00
2545,None,17.07,0,0,90,Fog,fog,27-08-2016 21:00
2545,None,-2.47,0,0,1,Mist,mist,11-03-2016 05:00
2545,None,21.07,0,0,0,Clear,Sky is Clear,11-06-2013 21:00
2545,None,-19.38,0,0,99,Clouds,overcast clouds,31-01-2013 21:00
2546,None,-1.67,0,0,90,Clouds,overcast clouds,04-03-2016 05:00
2546,None,1.57,0,0,90,Haze,haze,11-03-2018 20:00
2546,None,26.43,0,0,0,Clear,Sky is Clear,30-08-2013 22:00
2546,None,-4.05,0,0,90,Mist,mist,25-12-2013 13:00
2546,None,-4.05,0,0,90,Haze,haze,25-12-2013 13:00
2546,None,1.57,0,0,90,Mist,mist,11-03-2018 20:00
2546,None,14.33,0,0,1,Clear,sky is clear,17-10-2017 21:00
2546,None,-15.23,0,0,32,Clouds,scattered clouds,07-02-2013 05:00
2547,None,16.94,0,0,1,Clear,sky is clear,08-07-2017 08:00
2547,None,-0.07,0,0,90,Mist,mist,08-01-2016 05:00
2547,None,-6.93,0,0,40,Snow,light snow,08-12-2016 21:00
2547,None,-0.95,0,0,90,Clouds,overcast clouds,25-03-2013 20:00
2547,None,-0.07,0,0,90,Snow,light snow,08-01-2016 05:00
2547,None,-11.65,0,0,90,Clouds,overcast clouds,08-02-2014 20:00
2547,None,4.87,0,0,1,Clear,sky is clear,28-04-2017 23:00
2547,None,19.79,0,0,40,Clouds,scattered clouds,17-08-2017 22:00
2547,None,-22.91,0,0,70,Clouds,broken clouds,01-02-2013 20:00
2548,None,4.78,0,0,32,Clouds,scattered clouds,14-10-2016 05:00
2548,None,17.14,0,0,1,Clear,sky is clear,29-05-2016 22:00
2548,None,-0.06,0,0,5,Fog,fog,26-11-2016 20:00
2548,None,-0.06,0,0,5,Mist,mist,26-11-2016 20:00
2549,None,-13.78,0,0,1,Clear,sky is clear,23-11-2013 22:00
2549,None,-4.89,0,0,90,Haze,haze,18-12-2012 21:00
2549,None,19.38,0,0,90,Clouds,overcast clouds,08-08-2015 08:00
2549,None,-4.89,0,0,90,Mist,mist,18-12-2012 21:00
2549,None,-8.94,0,0,75,Clouds,broken clouds,25-12-2012 12:00
2549,None,15.56,7.77,0,92,Rain,heavy intensity rain,14-06-2014 21:00
2549,None,15.56,7.77,0,92,Thunderstorm,proximity thunderstorm,14-06-2014 21:00
2549,None,-7.93,0,0,75,Snow,light snow,24-12-2017 18:00
255,None,2.01,0,0,1,Fog,fog,16-11-2016 02:00
255,None,12.37,0,0,1,Clear,sky is clear,10-05-2017 02:00
255,None,-17.14,0,0,1,Clear,sky is clear,16-01-2018 02:00
255,None,5.37,1.13,0,90,Rain,moderate rain,29-04-2014 02:00
255,None,20.35,0.3,0,1,Rain,light rain,07-09-2015 03:00
255,None,-23.64,0,0,88,Clouds,overcast clouds,03-02-2013 04:00
255,None,5.60,0,0,1,Clear,sky is clear,26-04-2018 02:00
255,None,2.40,0,0,75,Clouds,broken clouds,14-11-2013 02:00
255,None,11.49,0,0,90,Clouds,overcast clouds,26-05-2013 04:00
255,None,4.73,0,0,75,Drizzle,drizzle,30-03-2017 02:00
255,None,4.73,0,0,75,Rain,moderate rain,30-03-2017 02:00
255,None,18.34,0,0,75,Clouds,broken clouds,22-09-2015 02:00
255,None,11.95,0,0,1,Clear,sky is clear,15-09-2016 02:00
255,None,-4.51,0,0,1,Mist,mist,27-02-2018 02:00
255,None,2.01,0,0,1,Mist,mist,16-11-2016 02:00
255,None,-3.53,0,0,1,Clear,sky is clear,10-01-2017 02:00
255,None,18.59,0.3,0,1,Rain,light rain,31-08-2015 02:00
255,None,14.00,0.38,0,90,Rain,light rain,21-04-2014 02:00
255,None,23.74,0,0,40,Rain,heavy intensity rain,17-09-2015 02:00
255,None,23.74,0,0,40,Thunderstorm,proximity thunderstorm,17-09-2015 02:00
255,None,3.28,0,0,48,Clouds,scattered clouds,31-10-2016 02:00
255,None,11.53,0.64,0,1,Mist,mist,20-05-2014 02:00
255,None,11.53,0.64,0,1,Rain,light rain,20-05-2014 02:00
255,None,-9.57,0,0,90,Snow,heavy snow,11-12-2012 02:00
255,None,18.59,0.3,0,1,Mist,mist,31-08-2015 02:00
2550,None,2.47,0,0,75,Clouds,broken clouds,26-11-2017 21:00
2550,None,29.45,0,0,0,Clear,Sky is Clear,26-08-2013 21:00
2550,None,12.45,0,0,1,Mist,mist,02-09-2016 05:00
2551,None,0.82,0,0,1,Clear,sky is clear,31-03-2017 05:00
2551,None,1.64,0,0,90,Clouds,overcast clouds,14-04-2013 19:00
2551,None,0.44,0,0,1,Clear,sky is clear,11-11-2016 20:00
2552,None,-10.85,0,0,90,Haze,haze,03-02-2018 08:00
2552,None,-10.85,0,0,90,Mist,mist,03-02-2018 08:00
2552,None,-4.00,0,0,75,Clouds,broken clouds,02-01-2016 22:00
2552,None,-24.00,0,0,1,Clear,sky is clear,29-12-2013 19:00
2552,None,-2.55,0,0,1,Clear,sky is clear,08-04-2016 22:00
2552,None,2.52,0,0,90,Clouds,overcast clouds,03-11-2012 22:00
2552,None,17.69,0,0,40,Clouds,scattered clouds,06-07-2015 21:00
2552,None,26.36,0,0,40,Clouds,scattered clouds,02-07-2018 21:00
2552,None,-8.43,0,0,90,Snow,light snow,13-03-2017 05:00
2552,None,-1.72,0,0,64,Clouds,broken clouds,29-11-2013 21:00
2552,None,-10.85,0,0,90,Snow,light snow,03-02-2018 08:00
2553,None,-9.60,0,0,90,Clouds,overcast clouds,09-12-2016 05:00
2554,None,0.93,0,0,90,Mist,mist,25-12-2016 13:00
2554,None,-18.07,0,0,40,Clouds,scattered clouds,29-12-2017 21:00
2554,None,7.19,0,0,40,Clouds,scattered clouds,14-11-2016 19:00
2554,None,-2.68,0,0,75,Snow,light snow,29-12-2016 20:00
2554,None,0.93,0,0,90,Rain,moderate rain,25-12-2016 13:00
2554,None,-25.00,0,0,1,Clear,sky is clear,21-01-2014 05:00
2554,None,-3.15,0,0,90,Snow,light snow,15-12-2017 22:00
2554,None,-8.61,0,0,40,Clouds,scattered clouds,28-01-2018 20:00
2554,None,-3.15,0,0,90,Mist,mist,15-12-2017 22:00
2555,None,24.93,0,0,20,Clouds,few clouds,31-07-2017 21:00
2555,None,-20.59,0,0,1,Snow,light snow,05-01-2017 05:00
2555,None,1.99,0,0,1,Clear,sky is clear,26-10-2013 07:00
2555,None,-1.93,0,0,90,Mist,mist,03-04-2018 05:00
2555,None,21.99,0,0,75,Clouds,broken clouds,31-05-2014 07:00
2555,None,-1.93,0,0,90,Snow,light snow,03-04-2018 05:00
2556,None,1.42,0,0,1,Clear,sky is clear,17-10-2015 22:00
2556,None,23.61,0,0,90,Clouds,overcast clouds,24-06-2018 21:00
2556,None,1.50,0,0,90,Clouds,overcast clouds,16-04-2018 20:00
2556,None,14.63,0,0,40,Clouds,scattered clouds,03-05-2017 21:00
2556,None,3.54,0,0,90,Mist,mist,04-12-2017 20:00
2556,None,14.33,0,0,75,Clouds,broken clouds,06-09-2017 21:00
2556,None,-11.87,0,0,90,Clouds,overcast clouds,06-01-2018 20:00
2556,None,3.54,0,0,90,Snow,snow,04-12-2017 20:00
2556,None,3.54,0,0,90,Rain,moderate rain,04-12-2017 20:00
2556,None,-0.94,0,0,90,Clouds,overcast clouds,08-04-2016 05:00
2557,None,-4.25,0,0,75,Clouds,broken clouds,31-12-2016 22:00
2557,None,11.40,0,0,1,Haze,haze,13-11-2016 19:00
2557,None,0.73,0,0,90,Mist,mist,23-01-2017 20:00
2557,None,21.24,0,0,1,Mist,mist,18-09-2013 21:00
2557,None,-0.87,0,0,64,Clouds,broken clouds,13-01-2014 05:00
2557,None,15.0,0,0,0,Clear,sky is clear,31-01-2014 05:00
2558,None,-2.28,0,0,40,Clouds,scattered clouds,21-12-2016 05:00
2558,None,2.57,0,0,40,Clouds,scattered clouds,05-04-2016 22:00
2558,None,24.92,0,0,0,Clear,Sky is Clear,05-07-2013 22:00
2559,None,24.89,0,0,8,Clear,sky is clear,04-07-2014 19:00
2559,None,24.14,0,0,75,Haze,haze,25-06-2018 21:00
2559,None,17.27,0,0,90,Rain,moderate rain,01-08-2018 21:00
2559,None,-0.43,0,0,90,Mist,mist,11-03-2018 09:00
2559,None,21.64,0,0,90,Rain,light rain,04-08-2018 08:00
2559,None,24.74,0,0,0,Clear,Sky is Clear,19-07-2016 21:00
2559,None,-10.41,0,0,90,Clouds,overcast clouds,13-12-2013 05:00
2559,None,21.64,0,0,90,Mist,mist,04-08-2018 08:00
2559,None,-6.32,0,0,90,Snow,heavy snow,07-03-2013 05:00
2559,None,19.54,0,0,90,Rain,moderate rain,24-09-2018 20:00
2559,None,-3.56,0,0,64,Fog,fog,28-12-2013 09:00
256,None,-16.02,0,0,64,Snow,light snow,12-12-2013 02:00
256,None,-12.06,0,0,1,Mist,mist,06-01-2013 04:00
256,None,-1.85,0,0,90,Clouds,overcast clouds,28-02-2013 02:00
256,None,-26.51,0,0,1,Clear,sky is clear,28-01-2014 01:00
256,None,0.56,0,0,1,Clear,sky is clear,22-11-2016 02:00
256,None,-11.13,0,0,1,Clear,sky is clear,12-12-2017 02:00
256,None,1.26,0,0,98,Clear,sky is clear,06-11-2012 02:00
256,None,-9.06,0,0,1,Clear,sky is clear,06-02-2017 02:00
256,None,11.64,0,0,1,Clear,sky is clear,19-10-2015 02:00
256,None,-4.60,0,0,1,Clear,sky is clear,21-11-2016 02:00
256,None,-6.84,0,0,40,Clouds,scattered clouds,04-03-2013 02:00
256,None,9.89,0,0,1,Clear,sky is clear,04-06-2013 02:00
256,None,-25.02,0,0,1,Clear,sky is clear,30-12-2013 03:00
2560,None,-6.57,0,0,1,Mist,mist,10-12-2017 20:00
2560,None,10.94,0,0,75,Clouds,broken clouds,25-04-2018 21:00
2560,None,-15.32,0,0,75,Haze,haze,20-02-2013 05:00
2560,None,-5.55,0,0,90,Snow,light snow,06-12-2016 20:00
2560,None,0.37,0,0,64,Clouds,broken clouds,24-01-2014 21:00
2560,None,24.95,1.2,0,1,Rain,moderate rain,14-08-2015 22:00
2560,None,24.95,1.2,0,1,Mist,mist,14-08-2015 22:00
2560,None,19.17,0.3,0,1,Rain,light rain,05-08-2015 23:00
2561,None,7.62,0,0,72,Drizzle,light intensity drizzle,12-10-2012 05:00
2561,None,20.31,0,0,1,Smoke,smoke,06-07-2015 20:00
2561,None,5.85,0,0,75,Haze,haze,18-11-2012 09:00
2561,None,20.31,0,0,1,Haze,haze,06-07-2015 20:00
2561,None,16.97,0,0,40,Thunderstorm,proximity thunderstorm,01-05-2013 05:00
2562,None,-4.49,0,0,90,Clouds,overcast clouds,06-03-2013 21:00
2562,None,-3.00,0,0,90,Clouds,overcast clouds,19-03-2014 05:00
2562,None,20.15,0,0,40,Clouds,scattered clouds,08-05-2013 21:00
2562,None,-0.49,0,0,20,Clouds,few clouds,05-11-2012 05:00
2563,None,6.69,0,0,75,Rain,moderate rain,28-11-2016 19:00
2563,None,-8.64,0,0,64,Snow,snow,19-12-2013 21:00
2563,None,23.26,0,0,40,Clouds,scattered clouds,14-06-2017 22:00
2563,None,25.90,0,0,1,Clear,sky is clear,01-08-2015 20:00
2563,None,-0.34,0,0,24,Clouds,few clouds,21-10-2016 05:00
2563,None,23.98,0,0,1,Clear,sky is clear,03-07-2016 20:00
2564,None,4.34,0,0,90,Rain,moderate rain,07-04-2013 09:00
2564,None,-6.17,0,0,90,Snow,light snow,30-12-2015 20:00
2564,None,-5.34,0,0,90,Snow,light snow,31-01-2018 21:00
2564,None,-5.34,0,0,90,Mist,mist,31-01-2018 21:00
2564,None,4.34,0,0,90,Rain,light rain,07-04-2013 09:00
2564,None,9.73,0,0,99,Mist,mist,18-10-2012 05:00
2564,None,20.32,0,0,8,Clear,sky is clear,17-06-2013 21:00
2565,None,-7.64,0,0,90,Mist,mist,29-12-2012 09:00
2565,None,18.46,0,0,5,Clear,sky is clear,02-09-2017 22:00
2565,None,-7.64,0,0,90,Snow,heavy snow,29-12-2012 09:00
2565,None,28.00,0,0,75,Clouds,broken clouds,27-05-2018 22:00
2565,None,-10.52,0,0,1,Clear,sky is clear,26-11-2013 21:00
2565,None,1.26,0,0,98,Clear,sky is clear,06-11-2012 05:00
2565,None,11.60,0,0,1,Clear,sky is clear,14-10-2015 21:00
2565,None,-4.67,0,0,90,Clouds,overcast clouds,17-03-2014 05:00
2566,None,2.28,0,0,90,Clouds,overcast clouds,21-01-2018 20:00
2566,None,-6.16,0,0,90,Clouds,overcast clouds,22-02-2013 21:00
2566,None,-7.64,0,0,40,Clouds,scattered clouds,07-02-2017 20:00
2566,None,25.29,0,0,1,Clear,sky is clear,26-07-2015 21:00
2566,None,-15.84,0,0,90,Clouds,overcast clouds,14-12-2013 20:00
2567,None,-4.08,0,0,90,Mist,mist,24-01-2018 21:00
2567,None,-12.71,0,0,1,Clear,sky is clear,22-12-2012 21:00
2567,None,-4.47,0,0,90,Clouds,overcast clouds,18-02-2018 09:00
2567,None,-17.06,0,0,90,Snow,light snow,14-01-2018 09:00
2567,None,1.24,0,0,64,Clouds,broken clouds,10-11-2013 09:00
2568,None,13.54,0.5,0,90,Rain,light rain,10-05-2014 22:00
2568,None,24.86,0,0,75,Rain,light rain,17-06-2018 21:00
2568,None,24.86,0,0,75,Thunderstorm,proximity thunderstorm,17-06-2018 21:00
2568,None,11.58,0,0,1,Clear,sky is clear,13-05-2013 21:00
2568,None,3.04,0,0,90,Clouds,overcast clouds,10-04-2013 05:00
2568,None,13.54,0.5,0,90,Drizzle,drizzle,10-05-2014 22:00
2568,None,20.67,0,0,20,Clouds,few clouds,25-05-2014 09:00
2568,None,9.37,0,0,75,Clouds,broken clouds,20-11-2012 05:00
2568,None,0.91,0.76,0,64,Rain,light rain,02-12-2013 19:00
2568,None,0.91,0.76,0,64,Mist,mist,02-12-2013 19:00
2569,None,-19.69,0,0,75,Haze,haze,05-01-2017 20:00
2569,None,-19.69,0,0,75,Snow,light snow,05-01-2017 20:00
2569,None,-14.69,0,0,90,Clouds,overcast clouds,11-01-2017 20:00
2569,None,-6.41,0,0,90,Clouds,overcast clouds,29-01-2016 05:00
2569,None,20.65,0,0,1,Clear,sky is clear,17-04-2016 21:00
257,None,20.33,0,0,1,Clear,sky is clear,10-07-2017 02:00
257,None,16.30,0,0,1,Mist,mist,16-09-2016 02:00
257,None,-3.20,0,0,1,Clear,sky is clear,12-04-2016 02:00
257,None,5.78,0,0,1,Clear,sky is clear,16-10-2012 02:00
257,None,1.88,0,0,90,Drizzle,drizzle,01-12-2016 02:00
257,None,7.20,0,0,1,Clear,sky is clear,24-11-2017 03:00
257,None,16.23,0,0,1,Mist,mist,23-09-2015 02:00
257,None,1.88,0,0,90,Rain,light rain,01-12-2016 02:00
257,None,0.93,0,0,90,Snow,snow,23-11-2016 02:00
257,None,0.93,0,0,90,Rain,light rain,23-11-2016 02:00
257,None,14.25,0,0,40,Clouds,scattered clouds,27-08-2015 02:00
257,None,6.40,0,0,90,Thunderstorm,proximity thunderstorm with drizzle,20-04-2017 02:00
257,None,6.40,0,0,90,Drizzle,drizzle,20-04-2017 02:00
257,None,16.30,0,0,1,Fog,fog,16-09-2016 02:00
257,None,-1.56,0,0,40,Mist,mist,07-02-2017 02:00
257,None,-1.56,0,0,40,Haze,haze,07-02-2017 02:00
257,None,-15.29,0,0,64,Mist,mist,10-12-2013 02:00
257,None,6.40,0,0,90,Rain,heavy intensity rain,20-04-2017 02:00
257,None,-24.87,0,0,75,Clouds,broken clouds,02-03-2014 04:00
257,None,-15.29,0,0,64,Snow,light snow,10-12-2013 02:00
257,None,2.67,0,0,75,Clouds,broken clouds,13-11-2015 02:00
257,None,0.93,0,0,90,Mist,mist,23-11-2016 02:00
257,None,21.81,0,0,1,Clear,sky is clear,15-09-2015 02:00
257,None,10.17,0,0,1,Clear,sky is clear,13-09-2015 04:00
2570,None,20.60,0,0,1,Clear,sky is clear,22-07-2017 08:00
2570,None,7.25,0,0,1,Clear,sky is clear,24-05-2013 05:00
2570,None,15.46,0,0,56,Clouds,broken clouds,01-07-2014 21:00
2570,None,-23.69,0,0,75,Snow,light snow,06-01-2017 05:00
2570,None,-21.00,0,0,1,Clear,sky is clear,29-01-2014 05:00
2570,None,7.66,0,0,1,Clear,sky is clear,21-09-2018 22:00
2571,None,-0.02,0,0,16,Clouds,few clouds,29-11-2012 21:00
2571,None,-7.00,0,0,20,Snow,heavy snow,13-11-2012 05:00
2571,None,-0.78,0,0,90,Clouds,overcast clouds,21-12-2015 20:00
2571,None,21.67,0,0,48,Clouds,scattered clouds,12-06-2016 21:00
2571,None,16.81,0,0,92,Clouds,overcast clouds,23-09-2016 20:00
2571,None,-10.82,0,0,5,Clear,sky is clear,01-02-2017 21:00
2571,None,-2.82,0,0,1,Clear,sky is clear,08-10-2012 05:00
2572,None,-4.19,0,0,1,Clear,sky is clear,01-11-2012 05:00
2572,None,-13.28,0,0,1,Clear,sky is clear,23-11-2013 21:00
2572,None,-13.49,0,0,64,Snow,light snow,10-12-2013 20:00
2572,None,-4.76,0,0,90,Haze,haze,26-02-2013 05:00
2572,None,19.79,0,0,0,Clear,Sky is Clear,21-07-2013 09:00
2573,None,-7.14,0,0,1,Clear,sky is clear,03-04-2013 05:00
2573,None,1.14,0,0,90,Mist,mist,24-12-2016 19:00
2573,None,22.93,0,0,40,Clouds,scattered clouds,04-08-2018 22:00
2573,None,-19.43,0,0,5,Clear,sky is clear,12-01-2018 21:00
2573,None,-0.19,0,0,90,Snow,light snow,03-12-2016 22:00
2574,None,-17.79,0,0,64,Clouds,broken clouds,01-01-2014 12:00
2574,None,17.71,0,0,32,Clouds,scattered clouds,29-07-2013 21:00
2574,None,7.60,0,0,90,Clouds,overcast clouds,30-03-2016 21:00
2574,None,1.40,0,0,90,Snow,light snow,17-03-2016 22:00
2574,None,-17.22,0,0,5,Clear,sky is clear,16-01-2018 20:00
2575,None,14.34,0,0,40,Clouds,scattered clouds,22-05-2017 21:00
2575,None,22.77,0,0,40,Clouds,scattered clouds,31-08-2016 19:00
2575,None,27.17,0,0,1,Clear,sky is clear,27-07-2015 20:00
2575,None,7.94,0,0,90,Rain,moderate rain,02-05-2013 05:00
2576,None,29.15,0,0,0,Clear,Sky is Clear,28-05-2018 10:00
2576,None,-11.29,0,0,75,Snow,light snow,24-12-2017 21:00
2576,None,-11.29,0,0,75,Mist,mist,24-12-2017 21:00
2576,None,-2.67,0,0,64,Clouds,broken clouds,11-11-2013 05:00
2576,None,15.11,0,0,90,Drizzle,drizzle,19-09-2018 21:00
2576,None,15.11,0,0,90,Mist,mist,19-09-2018 21:00
2576,None,-11.06,0,0,1,Clear,sky is clear,03-03-2017 05:00
2576,None,9.44,0,0,56,Rain,light rain,27-09-2016 20:00
2576,None,6.36,0,0,8,Clear,sky is clear,17-02-2017 22:00
2576,None,16.39,0.25,0,90,Rain,light rain,28-08-2018 21:00
2577,None,3.87,0,0,90,Clouds,overcast clouds,24-03-2017 22:00
2577,None,12.14,1.02,0,90,Thunderstorm,proximity thunderstorm,24-04-2016 20:00
2577,None,12.14,1.02,0,90,Mist,mist,24-04-2016 20:00
2577,None,12.14,1.02,0,90,Rain,moderate rain,24-04-2016 20:00
2577,None,-0.07,0,0,90,Clouds,overcast clouds,18-03-2016 05:00
2577,None,-3.17,0,0,0,Clear,Sky is Clear,17-02-2017 05:00
2577,None,-4.22,0,0,90,Clouds,overcast clouds,01-04-2014 05:00
2577,None,-19.86,0,0,1,Clear,sky is clear,12-01-2016 05:00
2577,None,9.42,0,0,0,Clear,Sky is Clear,10-10-2016 05:00
2577,None,12.14,1.02,0,90,Drizzle,drizzle,24-04-2016 20:00
2578,None,12.74,0,0,1,Clear,sky is clear,10-09-2015 22:00
2578,None,-8.72,0,0,75,Snow,light snow,05-12-2017 09:00
2578,None,24.32,0,0,1,Clear,sky is clear,05-07-2014 22:00
2578,None,-8.72,0,0,75,Haze,haze,05-12-2017 09:00
2578,None,3.78,0,0,75,Clouds,broken clouds,30-10-2012 21:00
2578,None,20.61,0,0,1,Haze,haze,09-07-2015 22:00
2578,None,12.00,0,0,90,Drizzle,drizzle,17-11-2015 20:00
2578,None,-3.26,0,0,90,Clouds,overcast clouds,04-04-2014 07:00
2578,None,12.00,0,0,90,Mist,mist,17-11-2015 20:00
2578,None,18.00,0,0,92,Rain,light rain,16-10-2016 20:00
2578,None,27.07,0,0,75,Clouds,broken clouds,17-07-2017 21:00
2579,None,7.91,0,0,90,Clouds,overcast clouds,19-11-2012 05:00
2579,None,19.43,0,0,92,Drizzle,light intensity drizzle,09-06-2013 20:00
2579,None,20.64,0,0,40,Clouds,scattered clouds,21-08-2017 21:00
2579,None,19.85,0,0,1,Clear,sky is clear,10-10-2015 19:00
2579,None,1.38,0,0,1,Clear,sky is clear,09-03-2013 20:00
2579,None,7.28,0,0,90,Rain,light rain,18-11-2016 05:00
2579,None,7.28,0,0,90,Mist,mist,18-11-2016 05:00
2579,None,27.68,0,0,0,Clear,Sky is Clear,03-08-2016 20:00
2579,None,-1.97,0,0,90,Clouds,overcast clouds,28-02-2013 05:00
2579,None,2.78,0,0,90,Clouds,overcast clouds,03-11-2012 21:00
258,None,17.72,0,0,40,Mist,mist,21-05-2013 02:00
258,None,-6.18,0,0,40,Clouds,scattered clouds,02-03-2017 02:00
258,None,11.78,1.02,0,92,Rain,moderate rain,08-05-2014 02:00
258,None,22.19,0,0,40,Clouds,scattered clouds,26-07-2015 04:00
258,None,-1.99,0,0,90,Clouds,overcast clouds,12-03-2013 02:00
258,None,8.71,0,0,90,Rain,light rain,05-10-2015 02:00
258,None,-23.00,0,0,1,Clear,sky is clear,24-12-2013 03:00
258,None,14.21,0,0,75,Clouds,broken clouds,29-09-2015 02:00
258,None,19.20,0,0,1,Mist,mist,25-07-2015 04:00
258,None,8.51,0,0,1,Clear,sky is clear,17-05-2016 02:00
258,None,-1.36,0,0,90,Clouds,overcast clouds,26-11-2012 02:00
258,None,9.74,0,0,1,Clear,sky is clear,17-11-2016 02:00
2580,None,-10.86,0,0,1,Snow,light snow,04-04-2018 05:00
2580,None,2.34,0,0,90,Clouds,overcast clouds,23-04-2013 05:00
2580,None,15.80,0,0,75,Clouds,broken clouds,29-05-2017 20:00
2580,None,10.93,0,0,40,Clouds,scattered clouds,11-10-2017 21:00
2581,None,-2.13,0,0,1,Clear,sky is clear,07-11-2017 20:00
2581,None,9.40,0,0,90,Clouds,overcast clouds,23-10-2017 20:00
2581,None,24.20,0,0,40,Clouds,scattered clouds,29-06-2016 20:00
2581,None,-2.22,0,0,90,Clouds,overcast clouds,02-03-2016 21:00
2581,None,-14.11,0,0,1,Clear,sky is clear,21-03-2013 05:00
2581,None,24.93,0,0,1,Clear,sky is clear,29-06-2016 20:00
2581,None,17.54,0,0,90,Clouds,overcast clouds,28-09-2015 20:00
2582,None,17.34,0.51,0,90,Drizzle,light intensity drizzle,18-08-2015 21:00
2582,None,3.00,0,0,90,Clouds,overcast clouds,19-03-2018 20:00
2582,None,17.34,0.51,0,90,Rain,moderate rain,18-08-2015 21:00
2582,None,17.34,0.51,0,90,Mist,mist,18-08-2015 21:00
2582,None,-13.79,0,0,75,Clouds,broken clouds,13-02-2016 22:00
2582,None,25.15,0,0,1,Clear,sky is clear,04-07-2018 21:00
2582,None,17.39,0,0,90,Clouds,overcast clouds,28-05-2016 21:00
2582,None,-24.92,0,0,5,Clear,sky is clear,13-01-2018 08:00
2583,None,-6.00,0,0,5,Clear,sky is clear,21-11-2017 21:00
2583,None,20.93,0,0,75,Clouds,broken clouds,21-06-2018 22:00
2583,None,20.10,0,0,1,Clear,sky is clear,20-07-2015 21:00
2583,None,23.80,0,0,40,Clouds,scattered clouds,25-06-2016 23:00
2583,None,-20.88,0,0,1,Clear,sky is clear,25-02-2014 05:00
2583,None,12.14,0,0,1,Clear,sky is clear,20-10-2017 05:00
2583,None,17.61,0,0,90,Rain,light rain,04-06-2013 21:00
2584,None,-1.87,0.25,0,40,Rain,light rain,28-03-2014 22:00
2584,None,23.00,0,0,1,Clear,sky is clear,08-07-2018 09:00
2584,None,-4.25,0,0,90,Mist,mist,05-03-2013 19:00
2584,None,0.73,0,0,90,Mist,mist,23-11-2016 05:00
2584,None,-5.64,0,0,90,Snow,light snow,22-12-2017 22:00
2584,None,-2.01,0,0,90,Fog,fog,28-03-2016 05:00
2584,None,-4.25,0,0,90,Snow,heavy snow,05-03-2013 19:00
2584,None,-4.61,0,0,1,Clear,sky is clear,25-11-2017 23:00
2584,None,3.64,0,0,64,Clouds,broken clouds,17-01-2014 05:00
2584,None,0.73,0,0,90,Rain,light rain,23-11-2016 05:00
2584,None,-2.01,0,0,90,Mist,mist,28-03-2016 05:00
2584,None,0.73,0,0,90,Snow,light snow,23-11-2016 05:00
2584,None,-3.79,0,0,64,Clouds,broken clouds,11-01-2014 08:00
2585,None,-3.73,0,0,90,Clouds,overcast clouds,26-02-2016 05:00
2586,None,10.71,0,0,1,Clear,sky is clear,15-04-2016 05:00
2586,None,25.27,0,0,1,Clear,sky is clear,28-07-2015 21:00
